order_id,customer_name,email,age,gender,country,signup_date,last_purchase_date,product,price,quantity,payment_method,phone,FLAG_missing_age,FLAG_missing_price,FLAG_missing_quantity,FLAG_missing_payment_method,FLAG_missing_country,FLAG_missing_gender,FLAG_missing_customer_name,FLAG_duplicate_row,FLAG_duplicate_order_id,FLAG_mixed_type_age,FLAG_mixed_type_price,FLAG_mixed_type_phone,FLAG_outlier_order_id,FLAG_outlier_quantity,FLAG_whitespace_customer_name,FLAG_whitespace_email,FLAG_whitespace_age,FLAG_whitespace_gender,FLAG_whitespace_country,FLAG_whitespace_signup_date,FLAG_whitespace_last_purchase_date,FLAG_whitespace_product,FLAG_whitespace_price,FLAG_whitespace_payment_method,FLAG_whitespace_phone
50,Justin Knight,lisa90@example.org,,,USA,21/03/2011,21/09/1979,long,252.02,2.0,cash,not_available,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Brian Farrell,bethany70@example.com,,Male,UK,24/09/1987,06/04/2018,threat,,2.0,,001-862-557-3636,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33,Barbara Maldonado,garciaamanda@example.com,,M,Germany,13/02/1977,17/11/1999,be,abc,2.0,,not_available,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Alexis Holmes,jjackson@example.com,,Female,Germany,14/06/2002,10/04/1978,agree,53.28,-1.0,Debit Card,(360)295-1452x960,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
54,Rachel Gregory,invalid_email,thirty,Female,Germany,08/10/2023,08/09/2021,rich,abc,2.0,cash,not_available,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Holly Miller,crystal91@example.com,,Female,UK,04/05/1983,26/03/1993,she,-10,3.0,Credit Card,565.995.3681x29967,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Angel Fisher,vstrickland@example.com,,Male,USA,04/07/2009,27/10/2019,history,-10,3.0,Credit Card,+1-977-557-3521x0121,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,David Freeman,invalid_email,,M,UK,26/05/2017,11/02/1988,particularly,abc,1.0,PayPal,not_available,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58,Larry Gross,rrodriguez@example.org,thirty,Male,Kenya,09/06/1995,23/06/1974,quite,483.2,3.0,Credit Card,not_available,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Chloe Blankenship,gonzalezmelvin@example.com,,M,USA,13/07/2021,07/12/1980,difficult,441.13,,PayPal,not_available,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
104,Michael Gillespie,invalid_email,thirty,,USA,06/11/1988,04/01/1998,human,,2.0,Credit Card,502.406.8051,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
180,Linda Ryan,longtravis@example.com,,Male,Kenya,11/05/1977,07/12/2011,development,78.79,1.0,,242.808.5742x382,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,Laura Carlson,michael52@example.net,thirty,F,USA,01/07/2015,01/02/2022,free,-10,1.0,cash,001-318-368-5789x267,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63,Scott Rodriguez,gregorymalone@example.net,thirty,Female,UK,27/06/2025,31/10/2018,candidate,,3.0,cash,001-216-387-4303x4606,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113,Jeffrey Castro,osbornenicholas@example.com,,M,UK,30/10/2006,03/10/1992,phone,-10,3.0,Credit Card,4388522784,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Derek Mcguire,angela19@example.org,30,,,17/10/1970,03/04/1992,beat,abc,-1.0,,452.667.2455x783,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
66,Jennifer Dickerson,jorge17@example.org,,M,USA,05/07/2002,29/04/2008,see,abc,-1.0,cash,001-920-209-1264,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
179,Rodney Mckenzie,melissacampbell@example.org,30,Male,Kenya,24/04/2020,20/12/2008,guess,217.1,-1.0,,not_available,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
169,Mrs. Kelly Orozco,thoward@example.org,,M,USA,18/09/1995,27/06/2004,beyond,396.12,-1.0,Debit Card,828-988-5588x37620,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
69,Nicholas Williams,mrhodes@example.net,48,Male,UK,02/09/1973,07/03/1980,purpose,,1.0,cash,950.682.6260,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
189,Michael Black,juan27@example.net,35,Male,,21/05/2016,15/02/1985,local,,1.0,cash,(550)511-3218x892,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
178,David Anderson,zmiranda@example.org,28,Female,,12/10/1989,08/06/2006,mean,abc,1.0,cash,395-402-8785x45842,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
178,Matthew Anderson,brownaustin@example.com,45,,UK,09/05/1970,17/03/1999,sell,-10,3.0,Debit Card,001-457-631-2183x894,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Amber Obrien,thomasmorris@example.com,62,F,Germany,15/02/2006,14/08/1991,instead,abc,2.0,Credit Card,(328)294-9679x206,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Patricia Newman,sandratorres@example.org,,F,UK,12/08/1984,11/03/2017,guy,,3.0,Debit Card,(941)976-3629x62157,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75,Amanda Gray,jamietaylor@example.org,,,Germany,23/07/2023,15/09/2006,score,abc,2.0,cash,9872864076,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,,douglas09@example.com,thirty,,,23/04/1986,14/05/2009,activity,,2.0,PayPal,not_available,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
197,Gerald Roth,manderson@example.com,55,,Germany,14/12/2020,04/02/1998,parent,abc,2.0,Debit Card,9069373343,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,Julie Sweeney,veronica65@example.net,thirty,Male,Germany,18/10/2004,22/08/2011,best,-10,3.0,PayPal,not_available,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Seth Black,nmorgan@example.com,64,Female,USA,26/04/1992,02/01/1985,cause,-10,,,462.209.8071x60685,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79,,zward@example.com,thirty,F,,30/11/1989,19/12/1987,reflect,-10,,,(289)603-4233x84855,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Cynthia Jackson,bellashley@example.net,thirty,Female,,06/11/2005,19/11/1974,key,abc,2.0,Debit Card,not_available,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Jacob Keller,amy18@example.net,,M,USA,07/10/1989,14/07/2003,pick,,2.0,cash,(275)930-3659x67430,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Roy Ibarra,allison74@example.net,47,F,USA,25/09/2014,04/06/2022,firm,81,3.0,PayPal,550.228.4597x2986,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Jeffrey Ortiz,zgutierrez@example.org,,M,,28/09/2021,04/12/2023,hope,abc,1.0,,(902)801-6659,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Christopher Brennan,grant31@example.net,,Female,Kenya,28/08/1992,02/02/2015,late,-10,3.0,Debit Card,864-377-7261,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Michael Carlson,invalid_email,52,F,Germany,15/12/2023,20/06/1974,seek,-10,2.0,cash,(673)715-8000x1297,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19,,danielcrawford@example.com,thirty,F,USA,30/10/1993,10/04/1991,occur,449.41,-1.0,cash,not_available,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
88,Bailey Johnson,tara20@example.org,thirty,F,Kenya,14/08/1994,19/01/2024,conference,-10,,Credit Card,not_available,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Dennis Flores,jaclynryan@example.com,,M,,11/04/1970,04/08/1998,bring,493.43,2.0,,not_available,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
156,Brandon Allen,jay61@example.net,60,M,UK,01/03/1975,10/06/1975,among,abc,3.0,Credit Card,213-873-4690x1348,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,Keith Rogers,igray@example.org,thirty,M,,29/06/1995,14/03/2021,tonight,445.56,2.0,PayPal,not_available,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Richard Christian,invalid_email,59,F,,22/10/1985,19/07/1971,debate,-10,3.0,cash,452.291.3454,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93,Jeffery Nelson,juanward@example.org,,F,UK,10/09/2007,04/12/2022,rock,-10,2.0,,431-991-9163x554,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
142,Courtney Hawkins,emily19@example.com,thirty,,UK,15/01/2006,03/10/2006,change,-10,,,(785)668-5104,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95,Paige Mack,lphillips@example.org,thirty,,UK,03/03/1972,06/09/1997,order,303.07,1.0,cash,not_available,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68,David Le,mariabarber@example.com,thirty,Male,,22/09/2009,10/09/2006,town,-10,2.0,cash,(722)296-3216,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53,Ashley Fisher,invalid_email,thirty,Male,,24/12/1971,26/06/2019,table,abc,,Debit Card,(962)200-0204x952,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Patrick Myers,ywatkins@example.org,,F,Kenya,07/06/1999,18/10/2020,different,469.95,1.0,PayPal,615.700.0255,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
99,James Jackson,xguzman@example.net,,Female,Germany,09/11/2017,16/06/1980,say,abc,2.0,Debit Card,6947511571,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,Sean Stewart,vschultz@example.com,33,F,Kenya,05/11/1971,15/06/1985,may,-10,-1.0,cash,001-348-235-5628x437,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
36,Jennifer Gomez,jordanhoward@example.com,,Male,,03/09/1992,28/06/2006,pay,391.34,2.0,PayPal,315-363-4513x189,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Melissa Young,invalid_email,thirty,Male,Germany,20/01/2010,06/05/1981,here,424.66,2.0,,not_available,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26,Mrs. Allison Fisher,abailey@example.com,thirty,Male,Kenya,10/05/2007,06/03/2014,church,123.86,,,001-721-726-2155x4914,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
104,Juan Poole,lisastewart@example.org,thirty,,Kenya,12/02/2010,05/01/1999,he,117.87,-1.0,,not_available,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
111,Gregory Riley DDS,bretttucker@example.net,,M,UK,13/12/1972,21/04/1985,himself,387.93,-1.0,cash,351.548.2271,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
106,,peterharmon@example.org,57,,,14/03/2009,12/04/1978,soon,358.22,,Credit Card,8586370867,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,James Hill,kingcynthia@example.net,40,M,USA,14/08/1982,24/01/2023,offer,,2.0,,7889341853,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Jessica White,aburke@example.org,thirty,Male,,19/10/1981,23/08/2018,poor,-10,2.0,,not_available,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109,Troy Davis,iharvey@example.com,63,F,Kenya,21/03/2004,01/02/1990,early,368.9,2.0,PayPal,294-849-1393x5348,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
59,Jared Mcfarland,taraobrien@example.org,thirty,M,USA,11/01/2016,08/06/2019,prove,abc,-1.0,Credit Card,478.792.6506x505,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
111,Monica Gallegos,april50@example.org,,Male,UK,14/04/2008,24/12/1975,middle,abc,2.0,Debit Card,+1-387-985-4039x2426,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
168,Hannah Arnold DDS,thompsonsara@example.org,20,Female,Germany,29/05/1998,05/11/1988,produce,,2.0,cash,429.519.0846x854,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Karen Washington,nicholemora@example.org,thirty,,Germany,18/02/2019,07/01/2014,group,abc,-1.0,PayPal,001-945-836-0022x07375,False,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
59,William Robinson,kristin57@example.net,63,,,05/03/1990,30/04/1972,cup,abc,3.0,Debit Card,4169463047,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,James Lopez,davisrebecca@example.com,thirty,,Kenya,22/05/2016,24/12/1973,draw,,1.0,PayPal,642.572.5866,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
116,Kristina Ray,ian74@example.org,,M,UK,03/05/1987,25/12/1980,risk,,-1.0,,(944)880-4976x011,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
